"","measure","location","Year","mean_value"
"135","Ammonium","Achara",2010,0.118740740740741
"136","Ammonium","Achara",2011,0.081725
"137","Ammonium","Achara",2012,0.141608333333333
"138","Ammonium","Achara",2013,0.0756
"139","Ammonium","Achara",2014,0.124183333333333
"140","Ammonium","Achara",2015,0.131591666666667
"141","Ammonium","Achara",2016,0.0885833333333333
"142","Ammonium","Boonsri",1998,0.1615
"143","Ammonium","Boonsri",1999,0.295161290322581
"144","Ammonium","Boonsri",2000,0.391714285714286
"145","Ammonium","Boonsri",2001,0.227666666666667
"146","Ammonium","Boonsri",2002,0.451587301587302
"147","Ammonium","Boonsri",2003,0.304266666666667
"148","Ammonium","Boonsri",2004,0.2455
"149","Ammonium","Boonsri",2005,0.237430555555556
"150","Ammonium","Boonsri",2006,0.273157142857143
"151","Ammonium","Boonsri",2007,0.391923076923077
"152","Ammonium","Boonsri",2008,0.23147619047619
"153","Ammonium","Boonsri",2009,0.301290909090909
"154","Ammonium","Boonsri",2010,0.206948275862069
"155","Ammonium","Boonsri",2011,0.135755555555556
"156","Ammonium","Boonsri",2012,0.0905454545454545
"157","Ammonium","Boonsri",2013,0.0820638888888889
"158","Ammonium","Boonsri",2014,0.08802
"159","Ammonium","Boonsri",2015,0.0709703125
"160","Ammonium","Boonsri",2016,0.06261
"161","Ammonium","Busarakhan",1998,0.52
"162","Ammonium","Busarakhan",1999,0.704166666666667
"163","Ammonium","Busarakhan",2000,1.14583333333333
"164","Ammonium","Busarakhan",2001,0.357
"165","Ammonium","Busarakhan",2002,0.459285714285714
"166","Ammonium","Busarakhan",2003,0.62
"167","Ammonium","Busarakhan",2004,0.485818181818182
"168","Ammonium","Busarakhan",2005,0.40825
"169","Ammonium","Busarakhan",2006,0.971166666666667
"170","Ammonium","Busarakhan",2007,0.668666666666667
"171","Ammonium","Busarakhan",2008,0.496775
"172","Ammonium","Busarakhan",2009,0.23225
"173","Ammonium","Busarakhan",2010,0.218916666666667
"174","Ammonium","Busarakhan",2011,0.330166666666667
"175","Ammonium","Busarakhan",2012,0.171466666666667
"176","Ammonium","Busarakhan",2013,0.139930769230769
"177","Ammonium","Busarakhan",2014,0.18633
"178","Ammonium","Busarakhan",2015,0.120580769230769
"179","Ammonium","Busarakhan",2016,0.1
"180","Ammonium","Chai",1998,0.426
"181","Ammonium","Chai",1999,0.34
"182","Ammonium","Chai",2000,0.438055555555556
"183","Ammonium","Chai",2001,0.305666666666667
"184","Ammonium","Chai",2002,0.347460317460317
"185","Ammonium","Chai",2003,0.439028985507246
"186","Ammonium","Chai",2004,0.395703174603175
"187","Ammonium","Chai",2005,0.264643055555556
"188","Ammonium","Chai",2006,0.439263888888889
"189","Ammonium","Chai",2007,0.461214705882353
"190","Ammonium","Chai",2008,0.330793939393939
"191","Ammonium","Chai",2009,0.160748717948718
"192","Ammonium","Chai",2010,0.182230769230769
"193","Ammonium","Chai",2011,0.213551282051282
"194","Ammonium","Chai",2012,0.207061538461538
"195","Ammonium","Chai",2013,0.128075
"196","Ammonium","Chai",2014,0.078154358974359
"197","Ammonium","Chai",2015,0.06005
"198","Ammonium","Chai",2016,0.0635564102564103
"199","Ammonium","Decha",2009,0.0993636363636364
"200","Ammonium","Decha",2010,0.651833333333333
"201","Ammonium","Decha",2011,0.135166666666667
"202","Ammonium","Decha",2012,0.179258333333333
"203","Ammonium","Decha",2013,0.186972727272727
"204","Ammonium","Decha",2014,0.370196153846154
"205","Ammonium","Decha",2015,0.312203846153846
"206","Ammonium","Decha",2016,0.132884615384615
"207","Ammonium","Kannika",1998,0.222
"208","Ammonium","Kannika",1999,0.418055555555556
"209","Ammonium","Kannika",2000,0.526111111111111
"210","Ammonium","Kannika",2001,0.364242424242424
"211","Ammonium","Kannika",2002,0.256410256410256
"212","Ammonium","Kannika",2003,0.36625
"213","Ammonium","Kannika",2004,0.242606666666667
"214","Ammonium","Kannika",2005,0.243922222222222
"215","Ammonium","Kannika",2006,0.546936111111111
"216","Ammonium","Kannika",2007,0.211722222222222
"217","Ammonium","Kannika",2008,0.238730303030303
"218","Ammonium","Kannika",2009,0.178055263157895
"219","Ammonium","Kannika",2010,0.149583333333333
"220","Ammonium","Kannika",2011,0.168516666666667
"221","Ammonium","Kannika",2012,0.130869444444444
"222","Ammonium","Kannika",2013,0.111338888888889
"223","Ammonium","Kannika",2014,0.186875
"224","Ammonium","Kannika",2015,0.159666666666667
"225","Ammonium","Kannika",2016,0.0882833333333333
"226","Ammonium","Kohsoom",1998,0.716
"227","Ammonium","Kohsoom",1999,1.595
"228","Ammonium","Kohsoom",2000,1.96583333333333
"229","Ammonium","Kohsoom",2001,1.82363636363636
"230","Ammonium","Kohsoom",2002,3.10727272727273
"231","Ammonium","Kohsoom",2003,2.30181818181818
"232","Ammonium","Kohsoom",2004,1.77416666666667
"233","Ammonium","Kohsoom",2005,3.515
"234","Ammonium","Kohsoom",2006,1.89363636363636
"235","Ammonium","Kohsoom",2007,1.21116666666667
"236","Ammonium","Kohsoom",2008,3.40218181818182
"237","Ammonium","Kohsoom",2009,4.3675
"238","Ammonium","Kohsoom",2010,3.45233333333333
"239","Ammonium","Kohsoom",2011,2.911625
"240","Ammonium","Kohsoom",2012,2.37890909090909
"241","Ammonium","Kohsoom",2013,2.56251666666667
"242","Ammonium","Kohsoom",2014,3.88366666666667
"243","Ammonium","Kohsoom",2015,2.41104166666667
"244","Ammonium","Kohsoom",2016,1.3955
"245","Ammonium","Sakda",1998,0.193636363636364
"246","Ammonium","Sakda",1999,0.429459459459459
"247","Ammonium","Sakda",2000,0.491666666666667
"248","Ammonium","Sakda",2001,0.317878787878788
"249","Ammonium","Sakda",2002,0.233846153846154
"250","Ammonium","Sakda",2003,0.438888888888889
"251","Ammonium","Sakda",2004,0.358312121212121
"252","Ammonium","Sakda",2005,0.354752777777778
"253","Ammonium","Sakda",2006,0.459861111111111
"254","Ammonium","Sakda",2007,0.22385
"255","Ammonium","Sakda",2008,0.304186111111111
"256","Ammonium","Sakda",2009,0.154528205128205
"257","Ammonium","Sakda",2010,0.208277777777778
"258","Ammonium","Sakda",2011,0.157925925925926
"259","Ammonium","Sakda",2012,0.133591666666667
"260","Ammonium","Sakda",2013,0.125452777777778
"261","Ammonium","Sakda",2014,0.190623333333333
"262","Ammonium","Sakda",2015,0.166638888888889
"263","Ammonium","Sakda",2016,0.0887194444444444
"264","Ammonium","Somchair",1998,1.036
"265","Ammonium","Somchair",1999,1.39083333333333
"266","Ammonium","Somchair",2000,1.155
"267","Ammonium","Somchair",2001,0.365
"268","Ammonium","Somchair",2002,0.496363636363636
"269","Ammonium","Somchair",2003,0.76
"270","Ammonium","Somchair",2004,0.4548
"271","Ammonium","Somchair",2005,0.500083333333333
"272","Ammonium","Somchair",2006,0.846416666666667
"273","Ammonium","Somchair",2007,0.812083333333333
"274","Ammonium","Somchair",2008,0.528233333333333
"275","Ammonium","Somchair",2009,0.307083333333333
"276","Ammonium","Somchair",2010,0.332583333333333
"277","Ammonium","Somchair",2011,0.2595
"278","Ammonium","Somchair",2012,0.201413043478261
"279","Ammonium","Somchair",2013,0.200742307692308
"280","Ammonium","Somchair",2014,0.27729
"281","Ammonium","Somchair",2015,0.317276923076923
"282","Ammonium","Somchair",2016,0.136661538461538
"283","Ammonium","Tansanee",2009,0.600454545454545
"284","Ammonium","Tansanee",2010,1.11804166666667
"285","Ammonium","Tansanee",2011,0.287909090909091
"286","Ammonium","Tansanee",2012,0.777347826086957
"287","Ammonium","Tansanee",2013,1.20976923076923
"288","Ammonium","Tansanee",2014,5.80271428571429
"289","Ammonium","Tansanee",2015,1.05516666666667
"290","Ammonium","Tansanee",2016,1.06025
"291","Anionic active surfactants","Achara",2009,0.034
"292","Anionic active surfactants","Achara",2016,1e-04
"293","Anionic active surfactants","Boonsri",2000,0.0558823529411765
"294","Anionic active surfactants","Boonsri",2001,0.0118086956521739
"295","Anionic active surfactants","Boonsri",2002,0.07
"296","Anionic active surfactants","Boonsri",2003,0.032969696969697
"297","Anionic active surfactants","Boonsri",2004,0.000804878048780488
"298","Anionic active surfactants","Boonsri",2005,0.0368194444444444
"299","Anionic active surfactants","Boonsri",2006,0.0494477611940298
"300","Anionic active surfactants","Boonsri",2007,0.0454423076923077
"301","Anionic active surfactants","Boonsri",2008,0.039984126984127
"302","Anionic active surfactants","Boonsri",2009,0.05
"303","Anionic active surfactants","Boonsri",2010,0.113486486486486
"304","Anionic active surfactants","Boonsri",2011,1e-04
"305","Anionic active surfactants","Boonsri",2012,1e-04
"306","Anionic active surfactants","Boonsri",2013,0.183783333333333
"307","Anionic active surfactants","Boonsri",2014,0.142738333333333
"308","Anionic active surfactants","Boonsri",2015,0.107175
"309","Anionic active surfactants","Boonsri",2016,0.138364705882353
"310","Anionic active surfactants","Busarakhan",1999,1e-04
"311","Anionic active surfactants","Busarakhan",2000,0.11
"312","Anionic active surfactants","Busarakhan",2001,0.12601
"313","Anionic active surfactants","Busarakhan",2003,0.031
"314","Anionic active surfactants","Busarakhan",2005,0.0887666666666667
"315","Anionic active surfactants","Busarakhan",2006,0.0818125
"316","Anionic active surfactants","Busarakhan",2007,0.132655555555556
"317","Anionic active surfactants","Busarakhan",2008,0.103666666666667
"318","Anionic active surfactants","Busarakhan",2009,0.117033333333333
"319","Anionic active surfactants","Busarakhan",2010,0.1117
"320","Anionic active surfactants","Busarakhan",2011,1e-04
"321","Anionic active surfactants","Busarakhan",2012,1e-04
"322","Anionic active surfactants","Busarakhan",2013,1e-04
"323","Anionic active surfactants","Busarakhan",2014,1e-04
"324","Anionic active surfactants","Busarakhan",2015,1e-04
"325","Anionic active surfactants","Busarakhan",2016,1e-04
"326","Anionic active surfactants","Chai",1999,0.0213125
"327","Anionic active surfactants","Chai",2000,0.0766666666666667
"328","Anionic active surfactants","Chai",2001,0.11467
"329","Anionic active surfactants","Chai",2002,0.0533333333333333
"330","Anionic active surfactants","Chai",2003,0.0657083333333333
"331","Anionic active surfactants","Chai",2004,0.111933333333333
"332","Anionic active surfactants","Chai",2005,0.0417333333333333
"333","Anionic active surfactants","Chai",2006,0.0553958333333333
"334","Anionic active surfactants","Chai",2007,0.114618181818182
"335","Anionic active surfactants","Chai",2008,0.0678611111111111
"336","Anionic active surfactants","Chai",2009,0.0553166666666667
"337","Anionic active surfactants","Chai",2010,0.053
"338","Anionic active surfactants","Chai",2011,1e-04
"339","Anionic active surfactants","Chai",2013,1e-04
"340","Anionic active surfactants","Chai",2014,1e-04
"341","Anionic active surfactants","Chai",2015,1e-04
"342","Anionic active surfactants","Chai",2016,1e-04
"343","Anionic active surfactants","Decha",2009,0.0298571428571429
"344","Anionic active surfactants","Decha",2010,0.035625
"345","Anionic active surfactants","Decha",2011,1e-04
"346","Anionic active surfactants","Decha",2012,1e-04
"347","Anionic active surfactants","Decha",2013,1e-04
"348","Anionic active surfactants","Decha",2016,0.0210833333333333
"349","Anionic active surfactants","Kannika",1999,0.1012875
"350","Anionic active surfactants","Kannika",2000,0.0908333333333333
"351","Anionic active surfactants","Kannika",2001,0.0993333333333333
"352","Anionic active surfactants","Kannika",2002,0.05
"353","Anionic active surfactants","Kannika",2003,0.0298888888888889
"354","Anionic active surfactants","Kannika",2005,0.0434333333333333
"355","Anionic active surfactants","Kannika",2006,0.139983333333333
"356","Anionic active surfactants","Kannika",2007,0.10064
"357","Anionic active surfactants","Kannika",2008,0.102584848484848
"358","Anionic active surfactants","Kannika",2009,0.0758078947368421
"359","Anionic active surfactants","Kannika",2010,0.053
"360","Anionic active surfactants","Kannika",2011,1e-04
"361","Anionic active surfactants","Kannika",2012,1e-04
"362","Anionic active surfactants","Kannika",2013,1e-04
"363","Anionic active surfactants","Kannika",2014,1e-04
"364","Anionic active surfactants","Kannika",2015,1e-04
"365","Anionic active surfactants","Kannika",2016,1e-04
"366","Anionic active surfactants","Kohsoom",2000,0.127272727272727
"367","Anionic active surfactants","Kohsoom",2001,0.0877777777777778
"368","Anionic active surfactants","Kohsoom",2002,0.37
"369","Anionic active surfactants","Kohsoom",2003,0.0326666666666667
"370","Anionic active surfactants","Kohsoom",2004,0.0443333333333333
"371","Anionic active surfactants","Kohsoom",2005,0.0479166666666667
"372","Anionic active surfactants","Kohsoom",2006,0.058
"373","Anionic active surfactants","Kohsoom",2007,0.0668181818181818
"374","Anionic active surfactants","Kohsoom",2008,0.0575454545454545
"375","Anionic active surfactants","Kohsoom",2009,0.0715
"376","Anionic active surfactants","Kohsoom",2010,0.0741666666666667
"377","Anionic active surfactants","Kohsoom",2011,0.008425
"378","Anionic active surfactants","Kohsoom",2012,1e-04
"379","Anionic active surfactants","Kohsoom",2013,0.076025
"380","Anionic active surfactants","Kohsoom",2014,0.162663636363636
"381","Anionic active surfactants","Kohsoom",2015,0.280258333333333
"382","Anionic active surfactants","Kohsoom",2016,0.454583333333333
"383","Anionic active surfactants","Sakda",1999,0.0973
"384","Anionic active surfactants","Sakda",2000,0.0869444444444444
"385","Anionic active surfactants","Sakda",2001,0.142424242424242
"386","Anionic active surfactants","Sakda",2002,0.0566666666666667
"387","Anionic active surfactants","Sakda",2003,0.0447888888888889
"388","Anionic active surfactants","Sakda",2005,0.04264
"389","Anionic active surfactants","Sakda",2006,0.0953416666666667
"390","Anionic active surfactants","Sakda",2007,0.105289393939394
"391","Anionic active surfactants","Sakda",2008,0.0925833333333333
"392","Anionic active surfactants","Sakda",2009,0.0790282051282051
"393","Anionic active surfactants","Sakda",2010,0.053
"394","Anionic active surfactants","Sakda",2011,1e-04
"395","Anionic active surfactants","Sakda",2012,0.0406583333333333
"396","Anionic active surfactants","Sakda",2013,1e-04
"397","Anionic active surfactants","Sakda",2014,1e-04
"398","Anionic active surfactants","Sakda",2015,1e-04
"399","Anionic active surfactants","Sakda",2016,1e-04
"400","Anionic active surfactants","Somchair",1999,0.01005
"401","Anionic active surfactants","Somchair",2000,0.12
"402","Anionic active surfactants","Somchair",2001,0.135
"403","Anionic active surfactants","Somchair",2002,0.07
"404","Anionic active surfactants","Somchair",2003,0.0365
"405","Anionic active surfactants","Somchair",2005,0.101833333333333
"406","Anionic active surfactants","Somchair",2006,0.0959285714285714
"407","Anionic active surfactants","Somchair",2007,0.133344444444444
"408","Anionic active surfactants","Somchair",2008,0.124333333333333
"409","Anionic active surfactants","Somchair",2009,0.1316
"410","Anionic active surfactants","Somchair",2010,0.123733333333333
"411","Anionic active surfactants","Somchair",2011,1e-04
"412","Anionic active surfactants","Somchair",2012,1e-04
"413","Anionic active surfactants","Somchair",2013,1e-04
"414","Anionic active surfactants","Somchair",2014,1e-04
"415","Anionic active surfactants","Somchair",2016,1e-04
"416","Anionic active surfactants","Tansanee",2009,0.08075
"417","Anionic active surfactants","Tansanee",2010,0.158333333333333
"418","Anionic active surfactants","Tansanee",2011,0.02375
"419","Anionic active surfactants","Tansanee",2012,0.0230833333333333
"420","Anionic active surfactants","Tansanee",2013,0.024245
"421","Anionic active surfactants","Tansanee",2014,0.0231625
"422","Anionic active surfactants","Tansanee",2015,1e-04
"423","Anionic active surfactants","Tansanee",2016,1e-04
"424","Anthracene","Boonsri",2008,0.00865872
"425","Anthracene","Boonsri",2009,0.005
"426","Anthracene","Busarakhan",2009,0.0075
"427","Anthracene","Chai",2009,0.007675
"428","Anthracene","Kannika",2009,0.0086
"429","Anthracene","Kohsoom",2008,0.00929428571428571
"430","Anthracene","Kohsoom",2009,0.005
"431","Anthracene","Somchair",2009,0.0075
"432","Anthracene","Tansanee",2009,1e-04
"433","AOX","Boonsri",1998,1e-04
"434","AOX","Boonsri",2009,1e-04
"435","AOX","Boonsri",2010,16.9225806451613
"436","AOX","Boonsri",2013,23.9166666666667
"437","AOX","Boonsri",2016,14.7705882352941
"438","AOX","Busarakhan",1998,1e-04
"439","AOX","Busarakhan",2008,23.9
"440","AOX","Busarakhan",2009,1e-04
"441","AOX","Chai",1998,1e-04
"442","AOX","Chai",2008,13.5222222222222
"443","AOX","Chai",2009,1e-04
"444","AOX","Kannika",1998,1e-04
"445","AOX","Kannika",2008,18.4722222222222
"446","AOX","Kannika",2009,1e-04
"447","AOX","Kohsoom",1998,1e-04
"448","AOX","Kohsoom",2009,1e-04
"449","AOX","Kohsoom",2010,32.925
"450","AOX","Kohsoom",2013,31.75
"451","AOX","Kohsoom",2016,27.5727272727273
"452","AOX","Sakda",1998,1e-04
"453","AOX","Sakda",2008,20.2333333333333
"454","AOX","Sakda",2009,1e-04
"455","AOX","Somchair",1998,1e-04
"456","AOX","Somchair",2008,33.5285714285714
"457","AOX","Somchair",2009,1e-04
"458","Arsenic","Achara",2009,0.871428571428571
"459","Arsenic","Achara",2010,1.00833333333333
"460","Arsenic","Achara",2011,1.20556666666667
"461","Arsenic","Achara",2012,0.358408333333333
"462","Arsenic","Achara",2013,0.350075
"463","Arsenic","Boonsri",1998,1e-04
"464","Arsenic","Boonsri",2004,0.242
"465","Arsenic","Boonsri",2008,1.44
"466","Arsenic","Boonsri",2010,2.34444444444444
"467","Arsenic","Boonsri",2012,1e-04
"468","Arsenic","Boonsri",2013,1e-04
"469","Arsenic","Boonsri",2014,0.789015625
"470","Arsenic","Busarakhan",1998,1e-04
"471","Arsenic","Busarakhan",2004,2.227
"472","Arsenic","Busarakhan",2008,0.521
"473","Arsenic","Busarakhan",2009,1.15875
"474","Arsenic","Busarakhan",2010,1.0025
"475","Arsenic","Busarakhan",2011,1.416675
"476","Arsenic","Busarakhan",2012,1.75
"477","Arsenic","Busarakhan",2014,1.46
"478","Arsenic","Busarakhan",2016,1.8
"479","Arsenic","Chai",1998,1e-04
"480","Arsenic","Chai",2004,0.1
"481","Arsenic","Chai",2008,0.303181818181818
"482","Arsenic","Chai",2009,1.04703703703704
"483","Arsenic","Chai",2010,0.908611111111111
"484","Arsenic","Chai",2011,1.11334333333333
"485","Arsenic","Chai",2012,1.53333333333333
"486","Arsenic","Chai",2013,2.16666666666667
"487","Arsenic","Chai",2014,1.52222222222222
"488","Arsenic","Decha",2009,0.5
"489","Arsenic","Decha",2011,1
"490","Arsenic","Decha",2014,1.83
"491","Arsenic","Decha",2015,2.054
"492","Arsenic","Decha",2016,2.61666666666667
"493","Arsenic","Kannika",1998,1e-04
"494","Arsenic","Kannika",2008,0.448052631578947
"495","Arsenic","Kannika",2009,1.01111111111111
"496","Arsenic","Kannika",2010,0.969722222222222
"497","Arsenic","Kannika",2011,1.27111388888889
"498","Arsenic","Kannika",2012,1.63333333333333
"499","Arsenic","Kannika",2014,1.59047619047619
"500","Arsenic","Kannika",2015,1.89166666666667
"501","Arsenic","Kannika",2016,2.22222222222222
"502","Arsenic","Kohsoom",1998,1e-04
"503","Arsenic","Kohsoom",2004,0.819
"504","Arsenic","Kohsoom",2008,1.1
"505","Arsenic","Kohsoom",2010,2.58416666666667
"506","Arsenic","Kohsoom",2011,2.85
"507","Arsenic","Kohsoom",2012,1.61821818181818
"508","Arsenic","Kohsoom",2013,1.50835
"509","Arsenic","Kohsoom",2014,1.475025
"510","Arsenic","Sakda",1998,1e-04
"511","Arsenic","Sakda",2004,0.622
"512","Arsenic","Sakda",2008,0.462954545454545
"513","Arsenic","Sakda",2009,1.05
"514","Arsenic","Sakda",2010,0.993333333333333
"515","Arsenic","Sakda",2011,1.27879696969697
"516","Arsenic","Sakda",2012,1.6
"517","Arsenic","Sakda",2014,1.73333333333333
"518","Arsenic","Sakda",2015,2.275
"519","Arsenic","Sakda",2016,2.19166666666667
"520","Arsenic","Somchair",1998,1e-04
"521","Arsenic","Somchair",2008,0.5925
"522","Arsenic","Somchair",2009,1.25777777777778
"523","Arsenic","Somchair",2010,1.18333333333333
"524","Arsenic","Somchair",2011,1.61666666666667
"525","Arsenic","Somchair",2012,1.7
"526","Arsenic","Somchair",2014,1.7
"527","Arsenic","Tansanee",2015,4.46781
"528","Atrazine","Achara",2013,1e-04
"529","Atrazine","Achara",2014,0.0178416666666667
"530","Atrazine","Achara",2015,1e-04
"531","Atrazine","Achara",2016,1e-04
"532","Atrazine","Boonsri",1998,1e-04
"533","Atrazine","Boonsri",2000,0.0370588235294118
"534","Atrazine","Boonsri",2001,0.0157142857142857
"535","Atrazine","Boonsri",2002,1e-04
"536","Atrazine","Boonsri",2003,1e-04
"537","Atrazine","Boonsri",2004,0.048
"538","Atrazine","Boonsri",2005,0.100611111111111
"539","Atrazine","Boonsri",2006,0.166157894736842
"540","Atrazine","Boonsri",2007,0.07966
"541","Atrazine","Boonsri",2008,0.5
"542","Atrazine","Boonsri",2013,1e-04
"543","Atrazine","Boonsri",2014,1e-04
