"","measure","location","Year","mean_value"
"166","Ammonium","Busarakhan",2003,77.0062277853068
"167","Ammonium","Busarakhan",2004,86.4542699722521
"168","Ammonium","Busarakhan",2005,295.621731974387
"169","Ammonium","Busarakhan",2006,156.910182069194
"170","Ammonium","Busarakhan",2007,82.9252257077304
"171","Ammonium","Busarakhan",2008,114.508383447064
"172","Ammonium","Busarakhan",2009,86.445403373963
"173","Ammonium","Busarakhan",2010,98.6845366088133
"174","Ammonium","Busarakhan",2011,121.261482762357
"175","Ammonium","Busarakhan",2012,14586.6560809701
"176","Ammonium","Busarakhan",2013,2871.74215802077
"177","Ammonium","Busarakhan",2014,101.909807775351
"178","Ammonium","Busarakhan",2015,2859.11221933258
"179","Ammonium","Busarakhan",2016,89.565969025407
"180","Ammonium","Chai",1998,54.4704553098025
"181","Ammonium","Chai",1999,60.0954602909985
"182","Ammonium","Chai",2000,170.6086643078
"183","Ammonium","Chai",2001,55.2185283099466
"184","Ammonium","Chai",2002,63.8641799270218
"185","Ammonium","Chai",2003,61.7932064857181
"186","Ammonium","Chai",2004,11585.016248214
"187","Ammonium","Chai",2005,2418.13900366055
"188","Ammonium","Chai",2006,65.3233503420967
"189","Ammonium","Chai",2007,39.3829734267998
"190","Ammonium","Chai",2008,78.9177142453473
"191","Ammonium","Chai",2009,43.4676887982066
"192","Ammonium","Chai",2010,45.4668084188574
"193","Ammonium","Chai",2011,48.9323702911371
"194","Ammonium","Chai",2012,55.8146095502468
"195","Ammonium","Chai",2013,5046.38329020456
"196","Ammonium","Chai",2014,6457.45410952674
"197","Ammonium","Chai",2015,4780.78372800139
"198","Ammonium","Chai",2016,5940.63099717083
"199","Ammonium","Decha",2009,99.9319097738511
"200","Ammonium","Decha",2010,552.635573598803
"201","Ammonium","Decha",2011,64.8691461458242
"202","Ammonium","Decha",2012,4550.40971156693
"203","Ammonium","Decha",2013,6970.77979595713
"204","Ammonium","Decha",2014,11467.3302510365
"205","Ammonium","Decha",2015,16789.7891858262
"206","Ammonium","Decha",2016,57.700675361795
"207","Ammonium","Kannika",1998,24.1107185905083
"208","Ammonium","Kannika",1999,41.0552298952871
"209","Ammonium","Kannika",2000,86.9429127355498
"210","Ammonium","Kannika",2001,51.5309303248129
"211","Ammonium","Kannika",2002,140.246322517922
"212","Ammonium","Kannika",2003,73.0095012433635
"213","Ammonium","Kannika",2004,2090.35850598304
"214","Ammonium","Kannika",2005,6936.72373456601
"215","Ammonium","Kannika",2006,118.739878439933
"216","Ammonium","Kannika",2007,67.6108888301445
"217","Ammonium","Kannika",2008,85.5592165739326
"218","Ammonium","Kannika",2009,82.7119509811011
"219","Ammonium","Kannika",2010,57.6744951555315
"220","Ammonium","Kannika",2011,35.4332034478651
"221","Ammonium","Kannika",2012,5347.4460491365
"222","Ammonium","Kannika",2013,1731.83655275313
"223","Ammonium","Kannika",2014,20.4902265759008
"224","Ammonium","Kannika",2015,23.8631744369677
"225","Ammonium","Kannika",2016,848.990228834904
"226","Ammonium","Kohsoom",1998,44.3700826878382
"227","Ammonium","Kohsoom",1999,123.312385850677
"228","Ammonium","Kohsoom",2000,36.4739751688508
"229","Ammonium","Kohsoom",2001,65.6287893034895
"230","Ammonium","Kohsoom",2002,51.2384355789794
"231","Ammonium","Kohsoom",2003,85.8545414382435
"232","Ammonium","Kohsoom",2004,40.6208560551712
"233","Ammonium","Kohsoom",2005,54.0221734784083
"234","Ammonium","Kohsoom",2006,51.6922591459759
"235","Ammonium","Kohsoom",2007,40.1067477592607
"236","Ammonium","Kohsoom",2008,52.5756883657894
"237","Ammonium","Kohsoom",2009,40.4491679819614
"238","Ammonium","Kohsoom",2010,36.2689939379265
"239","Ammonium","Kohsoom",2011,29.7170909584919
"240","Ammonium","Kohsoom",2012,28.4673754319643
"241","Ammonium","Kohsoom",2013,80.6981133930591
"242","Ammonium","Kohsoom",2014,101.284375419205
"243","Ammonium","Kohsoom",2015,90.646843058769
"244","Ammonium","Kohsoom",2016,107.289487809325
"245","Ammonium","Sakda",1998,22.7540937420934
"246","Ammonium","Sakda",1999,88.9036968668162
"247","Ammonium","Sakda",2000,108.435586805299
"248","Ammonium","Sakda",2001,34.7760454742849
"249","Ammonium","Sakda",2002,141.578850337618
"250","Ammonium","Sakda",2003,76.0669753260096
"251","Ammonium","Sakda",2004,1951.98497791794
"252","Ammonium","Sakda",2005,1690.78741947427
"253","Ammonium","Sakda",2006,124.394909248273
"254","Ammonium","Sakda",2007,139.647496175394
"255","Ammonium","Sakda",2008,90.7017493543181
"256","Ammonium","Sakda",2009,77.3617510818008
"257","Ammonium","Sakda",2010,99.3397979953743
"258","Ammonium","Sakda",2011,38.1309961386243
"259","Ammonium","Sakda",2012,9056.31680135652
"260","Ammonium","Sakda",2013,3012.37003117391
"261","Ammonium","Sakda",2014,20.2387658136389
"262","Ammonium","Sakda",2015,13.0485237477474
"263","Ammonium","Sakda",2016,3316.67506741915
"264","Ammonium","Somchair",1998,75.8629662391273
"265","Ammonium","Somchair",1999,142.651378783188
"266","Ammonium","Somchair",2000,242.469716781933
"267","Ammonium","Somchair",2001,36.8708190357218
"268","Ammonium","Somchair",2002,112.383622116964
"269","Ammonium","Somchair",2003,72.3232082823776
"270","Ammonium","Somchair",2004,80.3582957037073
"271","Ammonium","Somchair",2005,95.7249264889318
"272","Ammonium","Somchair",2006,146.206389809912
"273","Ammonium","Somchair",2007,100.423687825319
"274","Ammonium","Somchair",2008,41.9053111007019
"275","Ammonium","Somchair",2009,104.36260921293
"276","Ammonium","Somchair",2010,90.4228732774234
"277","Ammonium","Somchair",2011,65.6021839682773
"278","Ammonium","Somchair",2012,99.1500189624183
"279","Ammonium","Somchair",2013,2188.61552448415
"280","Ammonium","Somchair",2014,66.0297154270348
"281","Ammonium","Somchair",2015,5087.36618344195
"282","Ammonium","Somchair",2016,7555.00932507701
"283","Ammonium","Tansanee",2009,1083.68777628254
"284","Ammonium","Tansanee",2010,380.129498600359
"285","Ammonium","Tansanee",2011,102.67605137341
"286","Ammonium","Tansanee",2012,201.450760108526
"287","Ammonium","Tansanee",2013,806.927710431342
"288","Ammonium","Tansanee",2014,788.776719961311
"289","Ammonium","Tansanee",2015,85.132158995484
"290","Ammonium","Tansanee",2016,500.389660970705
"291","Anionic active surfactants","Achara",2009,0
"292","Anionic active surfactants","Achara",2016,16.6176470588235
"293","Anionic active surfactants","Boonsri",2000,14.2075163398693
"294","Anionic active surfactants","Boonsri",2001,8697.55289855072
"295","Anionic active surfactants","Boonsri",2002,43.6507936507937
"296","Anionic active surfactants","Boonsri",2003,20.9054990336312
"297","Anionic active surfactants","Boonsri",2004,709.73981931143
"298","Anionic active surfactants","Boonsri",2005,357.815136735962
"299","Anionic active surfactants","Boonsri",2006,21.0826762645706
"300","Anionic active surfactants","Boonsri",2007,29.9541080337301
"301","Anionic active surfactants","Boonsri",2008,21.0037067027201
"302","Anionic active surfactants","Boonsri",2009,2.7027027027027
"303","Anionic active surfactants","Boonsri",2010,18.5843681519357
"304","Anionic active surfactants","Boonsri",2011,3.32666666666667
"305","Anionic active surfactants","Boonsri",2012,0
"306","Anionic active surfactants","Boonsri",2013,8354.26691222532
"307","Anionic active surfactants","Boonsri",2014,5447.35638605464
"308","Anionic active surfactants","Boonsri",2015,10450.9031773716
"309","Anionic active surfactants","Boonsri",2016,10009.6350187042
"310","Anionic active surfactants","Busarakhan",1999,0
"311","Anionic active surfactants","Busarakhan",2000,10848.2679357679
"312","Anionic active surfactants","Busarakhan",2001,5054.96765873016
"313","Anionic active surfactants","Busarakhan",2003,54.4645550527903
"314","Anionic active surfactants","Busarakhan",2005,120.912743125419
"315","Anionic active surfactants","Busarakhan",2006,100.468250201502
"316","Anionic active surfactants","Busarakhan",2007,108.840762214698
"317","Anionic active surfactants","Busarakhan",2008,19.9882343731452
"318","Anionic active surfactants","Busarakhan",2009,53.0864234623248
"319","Anionic active surfactants","Busarakhan",2010,2.01313331911192
"320","Anionic active surfactants","Busarakhan",2011,49.9544211485871
"321","Anionic active surfactants","Busarakhan",2012,0
"322","Anionic active surfactants","Busarakhan",2013,0
"323","Anionic active surfactants","Busarakhan",2014,0
"324","Anionic active surfactants","Busarakhan",2015,0
"325","Anionic active surfactants","Busarakhan",2016,0
"326","Anionic active surfactants","Chai",1999,5019.79166666667
"327","Anionic active surfactants","Chai",2000,21.1583709500376
"328","Anionic active surfactants","Chai",2001,1702.98628103922
"329","Anionic active surfactants","Chai",2002,34.3434343434344
"330","Anionic active surfactants","Chai",2003,33.3599745230759
"331","Anionic active surfactants","Chai",2004,67.4587662622498
"332","Anionic active surfactants","Chai",2005,22.9842363648772
"333","Anionic active surfactants","Chai",2006,23.7828099787285
"334","Anionic active surfactants","Chai",2007,54.9229601299619
"335","Anionic active surfactants","Chai",2008,22.1858338452121
"336","Anionic active surfactants","Chai",2009,15.2399760723058
"337","Anionic active surfactants","Chai",2010,4.14814814814815
"338","Anionic active surfactants","Chai",2011,11.0901467505241
"339","Anionic active surfactants","Chai",2013,0
"340","Anionic active surfactants","Chai",2014,0
"341","Anionic active surfactants","Chai",2015,0
"342","Anionic active surfactants","Chai",2016,0
"343","Anionic active surfactants","Decha",2009,4.54022988505747
"344","Anionic active surfactants","Decha",2010,26.5918174027731
"345","Anionic active surfactants","Decha",2011,9.0633608815427
"346","Anionic active surfactants","Decha",2012,0
"347","Anionic active surfactants","Decha",2013,0
"348","Anionic active surfactants","Decha",2016,20999.9865556978
"349","Anionic active surfactants","Kannika",1999,18.327556022409
"350","Anionic active surfactants","Kannika",2000,3070.90588423922
"351","Anionic active surfactants","Kannika",2001,23.1526098600402
"352","Anionic active surfactants","Kannika",2002,22.2222222222222
"353","Anionic active surfactants","Kannika",2003,30.4385027740291
"354","Anionic active surfactants","Kannika",2005,29.7158855737689
"355","Anionic active surfactants","Kannika",2006,79.6817466081643
"356","Anionic active surfactants","Kannika",2007,44.4821294887539
"357","Anionic active surfactants","Kannika",2008,12.2252639215886
"358","Anionic active surfactants","Kannika",2009,9.44813476964958
"359","Anionic active surfactants","Kannika",2010,4.14814814814815
"360","Anionic active surfactants","Kannika",2011,5.54507337526206
"361","Anionic active surfactants","Kannika",2012,0
"362","Anionic active surfactants","Kannika",2013,0
"363","Anionic active surfactants","Kannika",2014,0
"364","Anionic active surfactants","Kannika",2015,0
"365","Anionic active surfactants","Kannika",2016,0
"366","Anionic active surfactants","Kohsoom",2000,27.6697730374201
"367","Anionic active surfactants","Kohsoom",2001,33.3465608465608
"368","Anionic active surfactants","Kohsoom",2002,428.571428571429
"369","Anionic active surfactants","Kohsoom",2003,40.1034973267278
"370","Anionic active surfactants","Kohsoom",2004,17.603775943986
"371","Anionic active surfactants","Kohsoom",2005,19.2405109865876
"372","Anionic active surfactants","Kohsoom",2006,13.7664455048647
"373","Anionic active surfactants","Kohsoom",2007,40.5613973361571
"374","Anionic active surfactants","Kohsoom",2008,21.9058669928533
"375","Anionic active surfactants","Kohsoom",2009,33.464424141901
"376","Anionic active surfactants","Kohsoom",2010,28.7062064753946
"377","Anionic active surfactants","Kohsoom",2011,12.068961352657
"378","Anionic active surfactants","Kohsoom",2012,0
"379","Anionic active surfactants","Kohsoom",2013,8335.21785714286
"380","Anionic active surfactants","Kohsoom",2014,45850.8987799052
"381","Anionic active surfactants","Kohsoom",2015,37275.1305819419
"382","Anionic active surfactants","Kohsoom",2016,3.29837871776231
"383","Anionic active surfactants","Sakda",1999,7276.97546897547
"384","Anionic active surfactants","Sakda",2000,12.5280121113454
"385","Anionic active surfactants","Sakda",2001,29.7826704955296
"386","Anionic active surfactants","Sakda",2002,28.8888888888889
"387","Anionic active surfactants","Sakda",2003,3600.23154122948
"388","Anionic active surfactants","Sakda",2005,27.2085153287966
"389","Anionic active surfactants","Sakda",2006,29.6099700968994
"390","Anionic active surfactants","Sakda",2007,38.0257535386231
"391","Anionic active surfactants","Sakda",2008,19.0275652307922
"392","Anionic active surfactants","Sakda",2009,10.5775110165404
"393","Anionic active surfactants","Sakda",2010,4.14814814814815
"394","Anionic active surfactants","Sakda",2011,6.65408805031447
"395","Anionic active surfactants","Sakda",2012,14167.3078048895
"396","Anionic active surfactants","Sakda",2013,0
"397","Anionic active surfactants","Sakda",2014,0
"398","Anionic active surfactants","Sakda",2015,0
"399","Anionic active surfactants","Sakda",2016,0
"400","Anionic active surfactants","Somchair",1999,9999.75
"401","Anionic active surfactants","Somchair",2000,12508.8360372571
"402","Anionic active surfactants","Somchair",2001,58.7774725274725
"403","Anionic active surfactants","Somchair",2002,54.5
"404","Anionic active surfactants","Somchair",2003,26.8089430894309
"405","Anionic active surfactants","Somchair",2005,137.341510903427
"406","Anionic active surfactants","Somchair",2006,96.8319874649722
"407","Anionic active surfactants","Somchair",2007,152.395210202546
"408","Anionic active surfactants","Somchair",2008,22.6504793085931
"409","Anionic active surfactants","Somchair",2009,70.0179328928026
"410","Anionic active surfactants","Somchair",2010,1.97096890366384
"411","Anionic active surfactants","Somchair",2011,33.3055786844296
"412","Anionic active surfactants","Somchair",2012,0
"413","Anionic active surfactants","Somchair",2013,0
"414","Anionic active surfactants","Somchair",2014,0
"415","Anionic active surfactants","Somchair",2016,0
"416","Anionic active surfactants","Tansanee",2009,3804.27890596805
"417","Anionic active surfactants","Tansanee",2010,125.807048040538
"418","Anionic active surfactants","Tansanee",2011,23683.3140204866
"419","Anionic active surfactants","Tansanee",2012,22999.9879227053
"420","Anionic active surfactants","Tansanee",2013,24161.6551700352
"421","Anionic active surfactants","Tansanee",2014,23062.5
"422","Anionic active surfactants","Tansanee",2015,8.32881906825569
"423","Anionic active surfactants","Tansanee",2016,0
"424","Anthracene","Boonsri",2008,35.4824991658795
"425","Anthracene","Boonsri",2009,0
"426","Anthracene","Busarakhan",2009,28.5714285714286
"427","Anthracene","Chai",2009,9.46173254835997
"428","Anthracene","Kannika",2009,14.6666666666667
"429","Anthracene","Kohsoom",2008,34.1937957712974
"430","Anthracene","Kohsoom",2009,0
"431","Anthracene","Somchair",2009,0
"432","Anthracene","Tansanee",2009,97.5
"433","AOX","Boonsri",1998,0
"434","AOX","Boonsri",2009,0
"435","AOX","Boonsri",2010,693561.171934942
"436","AOX","Boonsri",2013,22.0658162264945
"437","AOX","Boonsri",2016,6.81107060817653
"438","AOX","Busarakhan",1998,0
"439","AOX","Busarakhan",2008,4214278.87239684
"440","AOX","Busarakhan",2009,9.09086680761099
"441","AOX","Chai",1998,0
"442","AOX","Chai",2008,850007.580218736
"443","AOX","Chai",2009,2.77775
"444","AOX","Kannika",1998,0
"445","AOX","Kannika",2008,900002.77537495
"446","AOX","Kannika",2009,2.63156464530892
"447","AOX","Kohsoom",1998,0
"448","AOX","Kohsoom",2009,0
"449","AOX","Kohsoom",2010,4416673.42441208
"450","AOX","Kohsoom",2013,22.9172481015185
"451","AOX","Kohsoom",2016,5.55051549389772
"452","AOX","Sakda",1998,0
"453","AOX","Sakda",2008,919052.473397586
"454","AOX","Sakda",2009,2.77776388888889
"455","AOX","Somchair",1998,0
"456","AOX","Somchair",2008,4971426.51318169
"457","AOX","Somchair",2009,8.3333064516129
"458","Arsenic","Achara",2009,81.3085234093638
"459","Arsenic","Achara",2010,39.8295835428188
"460","Arsenic","Achara",2011,150019.274277872
"461","Arsenic","Achara",2012,250009.894001832
"462","Arsenic","Achara",2013,83346.4674963925
"463","Arsenic","Boonsri",1998,0
"464","Arsenic","Boonsri",2004,241900
"465","Arsenic","Boonsri",2008,103.826720702581
"466","Arsenic","Boonsri",2010,23.5823526294566
"467","Arsenic","Boonsri",2012,3.12488425925926
"468","Arsenic","Boonsri",2013,0
"469","Arsenic","Boonsri",2014,182191.9472121
"470","Arsenic","Busarakhan",1998,0
"471","Arsenic","Busarakhan",2004,2226900
"472","Arsenic","Busarakhan",2008,115.331530050524
"473","Arsenic","Busarakhan",2009,46.4501180492088
"474","Arsenic","Busarakhan",2010,37.5599842551898
"475","Arsenic","Busarakhan",2011,125021.022165362
"476","Arsenic","Busarakhan",2012,9.02777777777778
"477","Arsenic","Busarakhan",2014,12.4852941176471
"478","Arsenic","Busarakhan",2016,38.4615384615385
"479","Arsenic","Chai",1998,0
"480","Arsenic","Chai",2004,99900
"481","Arsenic","Chai",2008,51.8127260906268
"482","Arsenic","Chai",2009,31.9262028630722
"483","Arsenic","Chai",2010,12.1773652257482
"484","Arsenic","Chai",2011,40010.0944527634
"485","Arsenic","Chai",2012,8.56792717086834
"486","Arsenic","Chai",2013,30.7301587301587
"487","Arsenic","Chai",2014,5.30875800612643
"488","Arsenic","Decha",2009,37.6847290640394
"489","Arsenic","Decha",2011,33.3333333333333
"490","Arsenic","Decha",2014,26.4256742404245
"491","Arsenic","Decha",2015,45.0638956029506
"492","Arsenic","Decha",2016,29.2071344457949
"493","Arsenic","Kannika",1998,0
"494","Arsenic","Kannika",2008,23206.7145066066
"495","Arsenic","Kannika",2009,21.6177240968367
"496","Arsenic","Kannika",2010,13.1661689413971
"497","Arsenic","Kannika",2011,36125.2670475461
"498","Arsenic","Kannika",2012,12.834707957257
"499","Arsenic","Kannika",2014,4.10733591682287
"500","Arsenic","Kannika",2015,9.52925800836017
"501","Arsenic","Kannika",2016,8.69227831853865
"502","Arsenic","Kohsoom",1998,0
"503","Arsenic","Kohsoom",2004,818900
"504","Arsenic","Kohsoom",2008,34.3101343101343
"505","Arsenic","Kohsoom",2010,44.8099430632741
"506","Arsenic","Kohsoom",2011,18.5901824473931
"507","Arsenic","Kohsoom",2012,245473.703567177
"508","Arsenic","Kohsoom",2013,191673.572686827
"509","Arsenic","Kohsoom",2014,100024.018519933
"510","Arsenic","Sakda",1998,0
"511","Arsenic","Sakda",2004,621900
"512","Arsenic","Sakda",2008,46.530413954984
"513","Arsenic","Sakda",2009,10.1930811963855
"514","Arsenic","Sakda",2010,15.2410771452219
"515","Arsenic","Sakda",2011,36374.3564915481
"516","Arsenic","Sakda",2012,8.9673632610939
"517","Arsenic","Sakda",2014,7.60756056808689
"518","Arsenic","Sakda",2015,6.22813113099491
"519","Arsenic","Sakda",2016,8.24424803238686
"520","Arsenic","Somchair",1998,0
"521","Arsenic","Somchair",2008,45066.6224400599
"522","Arsenic","Somchair",2009,50.4505009042499
"523","Arsenic","Somchair",2010,39.7507925708589
"524","Arsenic","Somchair",2011,22.843397971207
"525","Arsenic","Somchair",2012,10.7142857142857
"526","Arsenic","Somchair",2014,3.39869281045752
"527","Arsenic","Tansanee",2015,527287.90406752
"528","Atrazine","Achara",2013,0
"529","Atrazine","Achara",2014,17749.9960876369
"530","Atrazine","Achara",2015,0
"531","Atrazine","Achara",2016,0
"532","Atrazine","Boonsri",1998,0
"533","Atrazine","Boonsri",2000,1197.01680672269
"534","Atrazine","Boonsri",2001,50
"535","Atrazine","Boonsri",2002,3.20967741935484
"536","Atrazine","Boonsri",2003,0
"537","Atrazine","Boonsri",2004,23452.1276595745
